"","kadencja","etap","lista","klub"
"1621","III","end","Henryk Wujec","Klub Parlamentarny Unii Wolności"
"1622","III","start","Irena Nowacka","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1623","III","end","Irena Nowacka","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1624","III","start","Ireneusz Niewiarowski","Klub Parlamentarny Stronnictwa Konserwatywno-Ludowego"
"1625","III","end","Ireneusz Niewiarowski","Akcja Wyborcza Solidarność"
"1626","III","start","Iwona Śledzińska-Katarasińska","Posłowie niezrzeszeni"
"1627","III","end","Iwona Śledzińska-Katarasińska","Unia Wolności"
"1628","III","start","Izabella Sierakowska","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1629","III","end","Izabella Sierakowska","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1630","III","start","Jacek Janiszewski","Klub Parlamentarny Stronnictwa Konserwatywno-Ludowego"
"1631","III","end","Jacek Janiszewski","Akcja Wyborcza Solidarność"
"1632","III","start","Jacek Kasprzyk","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1633","III","end","Jacek Kasprzyk","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1634","III","start","Jacek Kuroń","Klub Parlamentarny Unii Wolności"
"1635","III","end","Jacek Kuroń","Klub Parlamentarny Unii Wolności"
"1636","III","start","Jacek Piechota","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1637","III","end","Jacek Piechota","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1638","III","start","Jacek Rybicki","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1639","III","end","Jacek Rybicki","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1640","III","start","Jacek Swakoń","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1641","III","end","Jacek Swakoń","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1642","III","start","Jacek Szczot","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1643","III","end","Jacek Szczot","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1644","III","start","Jacek Tworkowski","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1645","III","end","Jacek Tworkowski","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1646","III","start","Jan Byra","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1647","III","end","Jan Byra","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1648","III","start","Jan Chmielewski","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1649","III","end","Jan Chmielewski","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1650","III","start","Jan Chojnacki","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1651","III","end","Jan Chojnacki","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1652","III","start","Jan Jackowski","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1653","III","end","Jan Jackowski","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1654","III","start","Jan Kisieliński","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1655","III","end","Jan Kisieliński","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1656","III","start","Jan Klimek","Posłowie niezrzeszeni"
"1657","III","end","Jan Klimek","Unia Wolności"
"1658","III","start","Jan Kochanowski","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1659","III","end","Jan Kochanowski","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1660","III","start","Jan Król","Klub Parlamentarny Unii Wolności"
"1661","III","end","Jan Król","Klub Parlamentarny Unii Wolności"
"1662","III","start","Jan Kulas","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1663","III","end","Jan Kulas","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1664","III","start","Jan Lityński","Klub Parlamentarny Unii Wolności"
"1665","III","end","Jan Lityński","Klub Parlamentarny Unii Wolności"
"1666","III","start","Jan Łopuszański","Koło Poselskie Porozumienia Polskiego"
"1667","III","end","Jan Łopuszański","Akcja Wyborcza Solidarność"
"1668","III","start","Jan Olszewski","Koło Parlamentarne Ruchu Odbudowy Polski"
"1669","III","end","Jan Olszewski","Koło Parlamentarne Ruchu Odbudowy Polski"
"1670","III","start","Jan Oraniec","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1671","III","end","Jan Oraniec","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1672","III","start","Jan Piątkowski","Koło Parlamentarne Ruchu Odbudowy Polski"
"1673","III","end","Jan Piątkowski","Akcja Wyborcza Solidarność"
"1674","III","start","Jan Rejczak","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1675","III","end","Jan Rejczak","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1676","III","start","Jan Rokita","Klub Parlamentarny Stronnictwa Konserwatywno-Ludowego"
"1677","III","end","Jan Rokita","Akcja Wyborcza Solidarność"
"1678","III","start","Jan Rulewski","Posłowie niezrzeszeni"
"1679","III","end","Jan Rulewski","Unia Wolności"
"1680","III","start","Jan Rzymełka","Posłowie niezrzeszeni"
"1681","III","end","Jan Rzymełka","Unia Wolności"
"1682","III","start","Jan Sieńko","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1683","III","end","Jan Sieńko","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1684","III","start","Jan Syczewski","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1685","III","end","Jan Syczewski","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1686","III","start","Jan Szymański","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1687","III","end","Jan Szymański","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1688","III","start","Jan Wyrowiński","Klub Parlamentarny Unii Wolności"
"1689","III","end","Jan Wyrowiński","Klub Parlamentarny Unii Wolności"
"1690","III","start","Jan Zaciura","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1691","III","end","Jan Zaciura","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1692","III","start","Janina Kraus","Koło Parlamentarne Alternatywa"
"1693","III","end","Janina Kraus","Akcja Wyborcza Solidarność"
"1694","III","start","Janusz Brzeski","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1695","III","end","Janusz Brzeski","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1696","III","start","Janusz Dobrosz","Klub Parlamentarny Polskiego Stronnictwa Ludowego"
"1697","III","end","Janusz Dobrosz","Klub Parlamentarny Polskiego Stronnictwa Ludowego"
"1698","III","start","Janusz Lemański","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1699","III","end","Janusz Lemański","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1700","III","start","Janusz Lewandowski","Posłowie niezrzeszeni"
"1701","III","end","Janusz Lewandowski","Unia Wolności"
"1702","III","start","Janusz Onyszkiewicz","Klub Parlamentarny Unii Wolności"
"1703","III","end","Janusz Onyszkiewicz","Klub Parlamentarny Unii Wolności"
"1704","III","start","Janusz Pałubicki","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1705","III","end","Janusz Pałubicki","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1706","III","start","Janusz Steinhoff","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1707","III","end","Janusz Steinhoff","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1708","III","start","Janusz Zemke","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1709","III","end","Janusz Zemke","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1710","III","start","Jarosław Kaczyński","Klub Parlamentarny Prawo i Sprawiedliwość"
"1711","III","end","Jarosław Kaczyński","Ruch Odbudowy Polski"
"1712","III","start","Jarosław Kalinowski","Klub Parlamentarny Polskiego Stronnictwa Ludowego"
"1713","III","end","Jarosław Kalinowski","Klub Parlamentarny Polskiego Stronnictwa Ludowego"
"1714","III","start","Jerzy Barzowski","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1715","III","end","Jerzy Barzowski","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1716","III","start","Jerzy Borowczak","Posłowie niezrzeszeni"
"1717","III","end","Jerzy Borowczak","Akcja Wyborcza Solidarność"
"1718","III","start","Jerzy Budnik","Klub Parlamentarny Stronnictwa Konserwatywno-Ludowego"
"1719","III","end","Jerzy Budnik","Akcja Wyborcza Solidarność"
"1720","III","start","Jerzy Buzek","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1721","III","end","Jerzy Buzek","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1722","III","start","Jerzy Czepułkowski","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1723","III","end","Jerzy Czepułkowski","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1724","III","start","Jerzy Dziewulski","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1725","III","end","Jerzy Dziewulski","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1726","III","start","Jerzy Godzik","Klub Parlamentarny Unii Wolności"
"1727","III","end","Jerzy Godzik","Klub Parlamentarny Unii Wolności"
"1728","III","start","Jerzy Gwiżdż","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1729","III","end","Jerzy Gwiżdż","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1730","III","start","Jerzy Jankowski","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1731","III","end","Jerzy Jankowski","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1732","III","start","Jerzy Jaskiernia","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1733","III","end","Jerzy Jaskiernia","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1734","III","start","Jerzy Koralewski","Klub Parlamentarny Unii Wolności"
"1735","III","end","Jerzy Koralewski","Klub Parlamentarny Unii Wolności"
"1736","III","start","Jerzy Kropiwnicki","Posłowie niezrzeszeni"
"1737","III","end","Jerzy Kropiwnicki","Akcja Wyborcza Solidarność"
"1738","III","start","Jerzy Madej","Klub Parlamentarny Unii Wolności"
"1739","III","end","Jerzy Madej","Klub Parlamentarny Unii Wolności"
"1740","III","start","Jerzy Polaczek","Klub Parlamentarny Prawo i Sprawiedliwość"
"1741","III","end","Jerzy Polaczek","Akcja Wyborcza Solidarność"
"1742","III","start","Jerzy Szmajdziński","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1743","III","end","Jerzy Szmajdziński","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1744","III","start","Jerzy Szteliga","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1745","III","end","Jerzy Szteliga","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1746","III","start","Jerzy Wenderlich","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1747","III","end","Jerzy Wenderlich","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1748","III","start","Jerzy Wiatr","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1749","III","end","Jerzy Wiatr","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1750","III","start","Jerzy Widzyk","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1751","III","end","Jerzy Widzyk","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1752","III","start","Jerzy Wierchowicz","Klub Parlamentarny Unii Wolności"
"1753","III","end","Jerzy Wierchowicz","Klub Parlamentarny Unii Wolności"
"1754","III","start","Jerzy Zając","Klub Parlamentarny Unii Wolności"
"1755","III","end","Jerzy Zając","Klub Parlamentarny Unii Wolności"
"1756","III","start","Jerzy Zakrzewski","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1757","III","end","Jerzy Zakrzewski","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1758","III","start","Joanna Fabisiak","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1759","III","end","Joanna Fabisiak","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1760","III","start","Joanna Sosnowska","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1761","III","end","Joanna Sosnowska","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1762","III","start","Joanna Staręga-Piasek","Klub Parlamentarny Unii Wolności"
"1763","III","end","Joanna Staręga-Piasek","Klub Parlamentarny Unii Wolności"
"1764","III","start","Jolanta Banach","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1765","III","end","Jolanta Banach","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1766","III","start","Józef Bergier","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1767","III","end","Józef Bergier","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1768","III","start","Józef Błaszczyk","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1769","III","end","Józef Błaszczyk","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1770","III","start","Józef Dąbrowski","Posłowie niezrzeszeni"
"1771","III","end","Józef Dąbrowski","Akcja Wyborcza Solidarność"
"1772","III","start","Józef Górny","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1773","III","end","Józef Górny","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1774","III","start","Józef Gruszka","Klub Parlamentarny Polskiego Stronnictwa Ludowego"
"1775","III","end","Józef Gruszka","Klub Parlamentarny Polskiego Stronnictwa Ludowego"
"1776","III","start","Józef Kaleta","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1777","III","end","Józef Kaleta","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1778","III","start","Józef Korpak","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1779","III","end","Józef Korpak","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1780","III","start","Józef Lassota","Klub Parlamentarny Unii Wolności"
"1781","III","end","Józef Lassota","Klub Parlamentarny Unii Wolności"
"1782","III","start","Józef Mioduszewski","Klub Parlamentarny Polskiego Stronnictwa Ludowego"
"1783","III","end","Józef Mioduszewski","Klub Parlamentarny Polskiego Stronnictwa Ludowego"
"1784","III","start","Józef Mozolewski","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1785","III","end","Józef Mozolewski","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1786","III","start","Józef Nowicki","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1787","III","end","Józef Nowicki","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1788","III","start","Józef Oleksy","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1789","III","end","Józef Oleksy","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1790","III","start","Józef Pilarczyk","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1791","III","end","Józef Pilarczyk","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1792","III","start","Józef Zych","Klub Parlamentarny Polskiego Stronnictwa Ludowego"
"1793","III","end","Józef Zych","Klub Parlamentarny Polskiego Stronnictwa Ludowego"
"1794","III","start","Karol Działoszyński","Klub Parlamentarny Unii Wolności"
"1795","III","end","Karol Działoszyński","Klub Parlamentarny Unii Wolności"
"1796","III","start","Karol Łużniak","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1797","III","end","Karol Łużniak","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1798","III","start","Katarzyna Piekarska","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1799","III","end","Katarzyna Piekarska","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1800","III","start","Kazimierz Barczyk","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1801","III","end","Kazimierz Barczyk","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1802","III","start","Kazimierz Chrzanowski","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1803","III","end","Kazimierz Chrzanowski","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1804","III","start","Kazimierz Działocha","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1805","III","end","Kazimierz Działocha","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1806","III","start","Kazimierz Dzielski","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1807","III","end","Kazimierz Dzielski","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1808","III","start","Kazimierz Janiak","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1809","III","end","Kazimierz Janiak","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1810","III","start","Kazimierz Kapera","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1811","III","end","Kazimierz Kapera","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1812","III","start","Kazimierz Marcinkiewicz","Klub Parlamentarny Prawo i Sprawiedliwość"
"1813","III","end","Kazimierz Marcinkiewicz","Akcja Wyborcza Solidarność"
"1814","III","start","Kazimierz Milner","Posłowie niezrzeszeni"
"1815","III","end","Kazimierz Milner","Sojusz Lewicy Demokratycznej"
"1816","III","start","Kazimierz Nycz","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1817","III","end","Kazimierz Nycz","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1818","III","start","Kazimierz Poznański","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1819","III","end","Kazimierz Poznański","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1820","III","start","Kazimierz Sas","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1821","III","end","Kazimierz Sas","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1822","III","start","Kazimierz Szczygielski","Klub Parlamentarny Unii Wolności"
"1823","III","end","Kazimierz Szczygielski","Klub Parlamentarny Unii Wolności"
"1824","III","start","Kazimierz Ujazdowski","Klub Parlamentarny Prawo i Sprawiedliwość"
"1825","III","end","Kazimierz Ujazdowski","Akcja Wyborcza Solidarność"
"1826","III","start","Konstanty Miodowicz","Klub Parlamentarny Stronnictwa Konserwatywno-Ludowego"
"1827","III","end","Konstanty Miodowicz","Akcja Wyborcza Solidarność"
"1828","III","start","Kosma Złotowski","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1829","III","end","Kosma Złotowski","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1830","III","start","Krystyna Cencek","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1831","III","end","Krystyna Cencek","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1832","III","start","Krystyna Herman","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1833","III","end","Krystyna Herman","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1834","III","start","Krystyna Łybacka","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1835","III","end","Krystyna Łybacka","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1836","III","start","Krzysztof Anuszkiewicz","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1837","III","end","Krzysztof Anuszkiewicz","Klub Parlamentarny Akcji Wyborczej Solidarność"
"1838","III","start","Krzysztof Baszczyński","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1839","III","end","Krzysztof Baszczyński","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1840","III","start","Krzysztof Janik","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
"1841","III","end","Krzysztof Janik","Klub Parlamentarny Sojuszu Lewicy Demokratycznej"
